sub,run,trial,condition,fixOnsetTime,jitter1,jitter2,jitter3,jitterStim1,jitterStim2,jitterStim3,jitterResp,jitterAccuracy,memOnsetTime,eventNum,memRTtime,memRT,cftOnsetTime,endCFT,plausibilityOrder,plausibilityOnsetTime,plausibilityResponse,plausibilityRT,controlOrder,controlOnsetTime,controlResponse,controlRT,difficultyOrder,difficultyOnsetTime,difficultyResponse,difficultyRT,trialEnd
21,2,1,1,8.024566,0.75,4.5,1.5,task/Jitter/left3.jpg,task/Jitter/left3.jpg,task/Jitter/right2.jpg,[1 1 1],0.666667,14.940883,31,18.365601,3.424718,20.957128,28.973242,1,29.489907,2,288700.1715,2,34.022936,3,288698.7303,3,38.555967,2,288698.4645,42.572352
21,2,2,1,42.589031,1.5,4.5,0.75,task/Jitter/left2.jpg,task/Jitter/right2.jpg,task/Jitter/left1.jpg,[1 2 1],1,49.521901,58,50.932527,1.410626,55.538154,63.554264,2,68.603962,3,288699.0905,3,73.136987,2,288699.9175,1,64.070919,3,288698.9114,77.153374
21,2,3,2,77.170064,1.5,3,0.75,task/Jitter/left3.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,82.553024,35,86.624539,4.071514,88.569299,96.585404,2,101.635093,2,288699.5363,3,106.168105,2,288698.1912,1,97.102053,3,288699.8753,110.184493
21,2,4,1,110.201121,1.5,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/right2.jpg,task/Jitter/left3.jpg,[2 2 1],1,117.150728,14,120.914512,3.763784,123.166973,131.183078,2,136.232786,3,288699.0364,3,140.765808,3,288698.3305,1,131.69975,3,288699.7776,144.782197
21,2,5,2,144.798879,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,150.181837,42,154.085406,3.903569,156.198115,164.214222,1,164.730869,3,288699.2904,2,169.263872,2,288699.3402,3,173.796937,4,288698.3912,177.813312
21,2,6,2,177.830004,0.75,3,0.75,task/Jitter/left3.jpg,task/Jitter/left3.jpg,NaN,[1 1],1,182.446371,53,185.007369,2.560998,188.462596,196.478756,1,196.995396,4,288700.3229,3,206.061468,3,288700.2557,2,201.52843,3,288699.1199,210.07784
21,2,7,2,210.094514,0.75,4.5,0.75,task/Jitter/left3.jpg,task/Jitter/right2.jpg,task/Jitter/left1.jpg,[1 2 1],1,216.27746,54,218.550269,2.272809,222.293711,230.30982,1,230.826477,2,288699.3738,3,239.892531,2,288698.3657,2,235.359491,4,288698.7487,243.90891
21,2,8,1,243.925587,0.75,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/left3.jpg,task/Jitter/right2.jpg,[2 1 2],1,250.091844,56,252.272285,2.180441,256.108128,264.124227,1,264.640871,2,288700.3303,2,269.173917,1,288699.5962,3,273.706945,2,288699.982,277.723328
21,2,9,1,277.740002,0.75,3,0.75,task/Jitter/right1.jpg,task/Jitter/left3.jpg,NaN,[2 1],1,282.373035,15,284.10128,1.728245,288.389256,296.4054,1,296.922069,4,288700.436,2,301.4551,3,288699.395,3,305.988125,3,288699.691,310.004507
21,2,10,2,310.02113,0.75,3,0.75,task/Jitter/right3.jpg,task/Jitter/right1.jpg,NaN,[2 2],1,314.670886,4,316.510214,1.839328,320.687111,328.703262,3,338.285971,3,288699.7359,1,329.219913,3,288699.2373,2,333.752936,3,288699.3363,342.302363
21,2,11,1,342.319043,1.5,3,0.75,task/Jitter/right3.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,347.702003,80,349.26916,1.567156,353.718273,361.73439,3,371.317101,4,288698.1079,1,362.251039,4,288699.2898,2,366.784064,4,288698.8091,375.333486
21,2,12,1,375.350171,1.5,3,1.5,task/Jitter/left2.jpg,task/Jitter/right1.jpg,NaN,[1 2],1,381.483101,51,383.896189,2.413089,387.499349,395.515465,1,396.032127,3,288700.193,3,405.098188,3,288698.2778,2,400.565143,4,288699.3387,409.114571
21,2,13,2,409.1312,1.5,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/left1.jpg,task/Jitter/left2.jpg,[2 1 1],1,416.064129,72,419.902056,3.837928,422.080391,430.096485,3,439.679207,3,288699.9047,1,430.613151,2,288699.5988,2,435.146182,3,288699.0186,443.695595
21,2,14,2,443.712289,0.75,3,1.5,task/Jitter/right3.jpg,task/Jitter/right3.jpg,NaN,[2 2],1,449.095258,61,450.430105,1.334847,455.111523,463.127632,1,463.644284,2,288699.4257,2,468.177308,1,288699.5166,3,472.710349,3,288700.5026,476.726724
21,2,15,1,476.743359,1.5,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/right3.jpg,task/Jitter/left3.jpg,[2 2 1],1,483.659618,34,487.488024,3.828406,489.675885,497.691988,1,498.208647,3,288699.1042,3,507.274711,3,288699.4562,2,502.741684,2,288701.2271,511.291089
21,2,16,2,511.307769,1.5,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/left3.jpg,task/Jitter/left1.jpg,[1 1 1],1,518.97392,55,523.618009,4.644089,524.990168,533.006298,2,538.055988,2,288699.6517,3,542.58902,,,1,533.522982,2,288700.5768,546.60537